ประทับเวลา	ภาคส่วนการทำงานของท่านคืออะไร? 	อายุ	เพศ	ปัจจุบันคุณอาศัยอยู่ในลักษณะใด?	รายได้ของครอบครัวต่อเดือน	ลองนึกภาพบันไดนี้แทนระดับฐานะทางสังคมของคุณ ได้แก่ การศึกษา การเงิน และมีงานที่ได้รับการเคารพนับถือ ขั้นบนสุดคือดีที่สุด ขั้นล่างสุดคือแย่ที่สุด  คุณคิดว่าตัวเองอยู่ตรงไหนบนบันไดนี้?	โดยเฉลี่ยแล้ว คุณใช้เวลาบนแพลตฟอร์มโซเชียลมีเดีย (Facebook, Instagram, TikTok, X ฯลฯ) กี่ชั่วโมงต่อวัน?	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [ดูฟีดของเหล่าอินฟลูเอนเซอร์หรือคนที่ดูเหมือนจะร่ำรวยหรือประสบความสำเร็จมากกว่าคุณ]	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [ชมภาพถ่ายหรือวิดีโอเกี่ยวกับการท่องเที่ยวสุดหรู สินค้าราคาแพง หรือวิถีชีวิตในอุดมคติ โดยไม่มีปฏิสัมพันธ์ (เช่น การกดไลค์/แสดงความคิดเห็น)]	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [เลื่อนดูข้อความอัปเดตจากเพื่อนหรือคนรู้จักที่ดูเหมือนจะประสบความสำเร็จในชีวิตมากกว่าคุณ]	มีคนสนิทกี่คนที่คุณสามารถพึ่งพาได้หากคุณมีปัญหาใหญ่ในชีวิตส่วนตัว?	ผู้คนให้ความสนใจและห่วงใยในสิ่งที่คุณทำมากน้อยแค่ไหน?	หากต้องการความช่วยเหลือจากเพื่อนบ้าน คุณจะได้รับความช่วยเหลือง่ายแค่ไหน?	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ตอนนี้ฐานะการเงินของฉันค่อนข้างลำบาก]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [จากสถานการณ์ทางการเงินของฉัน ฉันรู้สึกว่าจะไม่มีวันได้สิ่งต่างๆ ที่ฉันต้องการในชีวิต]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ฉันกังวลว่าเงินที่ฉันมีอยู่ในตอนนี้ หรือเงินที่จะเก็บออมในอนาคตอาจไม่เพียงพอ]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ฉันสามารถรับมือกับค่าใช้จ่ายทางการเงินก้อนใหญ่ที่ไม่คาดคิดได้]	คำกล่าวนี้ตรงกับชีวิตคุณบ่อยแค่ไหน? [ฉันมีเงินเหลือตอนสิ้นเดือน]	คำกล่าวนี้ตรงกับชีวิตคุณบ่อยแค่ไหน? [ข้อจำกัดทางการเงินส่งผลต่อชีวิตของฉัน]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกร่าเริงและอารมณ์ดี]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกสงบและผ่อนคลาย]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกกระฉับกระเฉงและมีพลัง]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันตื่นขึ้นมาด้วยความรู้สึกสดชื่นและพักผ่อนเต็มที่]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ชีวิตประจำวันของฉันเต็มไปด้วยสิ่งที่ฉันสนใจ]
27/3/2026, 15:44:41	การขนส่งและคลังสินค้า	25 — 34 ปี	หญิง	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	50,001 — 80,000 บาท	7	2 — 4 ชั่วโมง	ไม่เคย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	น้อยมาก	น้อยมาก	ส่วนใหญ่	ส่วนใหญ่	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
27/3/2026, 16:59:19	ที่พักแรมและบริการด้านอาหาร	18 — 24 ปี	ชาย	อยู่คนเดียว	30,001 — 50,000 บาท	4	2 — 4 ชั่วโมง	บ่อยครั้ง	บางครั้ง	น้อย	3 — 5 คน	น้อย	ยาก	ตลอดเวลา	ส่วนใหญ่	ส่วนใหญ่	น้อยมาก	ไม่เคย	ตลอด	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา
27/3/2026, 17:23:52	การค้าส่ง ค้าปลีก และการซ่อมแซม	25 — 34 ปี	ชาย	อพาร์ทเม้นท์	20,001 — 30,000 บาท	7	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	ส่วนใหญ่ของเวลา
27/3/2026, 17:51:07	การค้าส่ง ค้าปลีก และการซ่อมแซม	18 — 24 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	50,001 — 80,000 บาท	9	1 — 2 ชั่วโมง	ไม่เคย	ไม่เคย	น้อย	ไม่มี	น้อย	ยากมาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	ตลอด	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
27/3/2026, 18:19:44	การค้าส่ง ค้าปลีก และการซ่อมแซม	18 — 24 ปี	หญิง	บ้านเช่า	20,001 — 30,000 บาท	7	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
27/3/2026, 18:55:28	สุขภาพและกิจกรรมทางสังคม	25 — 34 ปี	หญิง	อยู่คนเดียว	30,001 — 50,000 บาท	6	2 — 4 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บ่อยมาก	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
27/3/2026, 19:37:09	การบริหารราชการและรัฐวิสาหกิจ	น้อยกว่า 18 ปี																						
27/3/2026, 20:21:52	ที่พักแรมและบริการด้านอาหาร	35 — 44 ปี	หญิง	อยู่คนเดียว	50,001 — 80,000 บาท	8	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยมาก	บ่อยครั้ง	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
27/3/2026, 21:08:41	การขนส่งและคลังสินค้า	35 — 44 ปี	หญิง	อยู่คนเดียว	30,001 — 50,000 บาท	6	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	น้อยมาก	ส่วนใหญ่	ตลอด	ไม่เคย	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
27/3/2026, 21:55:33	การสื่อสารและเทคโนโลยีสารสนเทศ	25 — 34 ปี	ชาย	อยู่คนเดียว	30,001 — 50,000 บาท	7	2 — 4 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บ่อยมาก	ไม่มี	ไม่มีเลย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
27/3/2026, 22:42:19	การขนส่งและคลังสินค้า	35 — 44 ปี	หญิง	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	20,001 — 30,000 บาท	5	น้อยกว่า 1 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ส่วนใหญ่	บ้าง	ส่วนใหญ่	น้อยมาก	ไม่เคย	ตลอด	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา
28/3/2026, 1:07:55	การเงินและประกันภัย	35 — 44 ปี	ชาย	คอนโด	50,001 — 80,000 บาท	8	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บ่อยมาก	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
28/3/2026, 7:44:28	การขนส่งและคลังสินค้า	18 — 24 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	50,001 — 80,000 บาท	8	2 — 4 ชั่วโมง	บ่อยมาก	บ่อยมาก	บ่อยมาก	3 — 5 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	น้อยมาก	ตลอดเวลา	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
28/3/2026, 9:18:07	การสื่อสารและเทคโนโลยีสารสนเทศ	มากกว่า 45 ปี																						
28/3/2026, 10:51:44	การเงินและประกันภัย	25 — 34 ปี	ชาย	อยู่คนเดียว	30,001 — 50,000 บาท	6	2 — 4 ชั่วโมง	บ่อยครั้ง	บ่อยมาก	บ่อยมาก	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
28/3/2026, 12:27:19	การเงินและประกันภัย	35 — 44 ปี	หญิง	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	50,001 — 80,000 บาท	7	1 — 2 ชั่วโมง	ไม่เคย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
28/3/2026, 14:03:52	การค้าส่ง ค้าปลีก และการซ่อมแซม	35 — 44 ปี	หญิง	พักในที่ทำงาน	30,001 — 50,000 บาท	4	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บางครั้ง	3 — 5 คน	น้อย	เป็นไปได้	ตลอดเวลา	ส่วนใหญ่	ตลอดเวลา	น้อยมาก	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
28/3/2026, 15:39:41	การค้าส่ง ค้าปลีก และการซ่อมแซม	18 — 24 ปี	ชาย	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	10,000 — 20,000 บาท	7	4 — 6 ชั่วโมง	บ่อยครั้ง	บางครั้ง	บางครั้ง	1 — 2 คน	ไม่เเน่ใจ	เป็นไปได้	บ้าง	บ้าง	บ้าง	บ้าง	ตลอด	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
28/3/2026, 16:55:28	การศึกษา	18 — 24 ปี	ไม่ต้องการระบุ	อยู่กับครอบครัว / ผู้ปกครอง	น้อยกว่า 10,000 บาท	5	มากกว่า 6 ชั่วโมง	บ่อยมาก	บ่อยครั้ง	บ่อยครั้ง	3 — 5 คน	มาก	เป็นไปได้	บ้าง	บ้าง	ส่วนใหญ่	ส่วนใหญ่	ตลอด	ตลอด	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
28/3/2026, 17:12:09	การศึกษา	18 — 24 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	20,001 — 30,000 บาท	6	4 — 6 ชั่วโมง	บ่อยครั้ง	น้อย	บางครั้ง	1 — 2 คน	ไม่เเน่ใจ	ง่ายมาก	น้อยมาก	ไม่เลย	บ้าง	บ้าง	ไม่เคย	ตลอด	ตลอด	ตลอด	ตลอด	ตลอด	ตลอด
28/3/2026, 17:39:37	นักเรียน/นักศึกษา																							
28/3/2026, 18:14:52	ที่พักแรมและบริการด้านอาหาร	18 — 24 ปี	หญิง	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	10,000 — 20,000 บาท	6	4 — 6 ชั่วโมง	บางครั้ง	น้อย	บางครั้ง	1 — 2 คน	ไม่เเน่ใจ	เป็นไปได้	บ้าง	บ้าง	บ้าง	บ้าง	ไม่เคย	ตลอด	มากกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง
28/3/2026, 18:51:19	การบริหารราชการและรัฐวิสาหกิจ	25 — 34 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	10,000 — 20,000 บาท	6	1 — 2 ชั่วโมง	น้อย	น้อย	บางครั้ง	1 — 2 คน	ไม่เเน่ใจ	ยาก	น้อยมาก	น้อยมาก	บ้าง	ส่วนใหญ่	ไม่เคย	ไม่เคย	ตลอด	ตลอด	ตลอด	ตลอด	ตลอด
28/3/2026, 19:28:44	การศึกษา	18 — 24 ปี	หญิง	อยู่คนเดียว	10,000 — 20,000 บาท	7	1 — 2 ชั่วโมง	ไม่เคย	ไม่เคย	ไม่เคย	มากกว่า 5 คน	มากที่สุด	ง่ายมาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ตลอด	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ตลอด	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
